uframe_route,filename_mask,reference_designator,data_source,
Ingest.flord-l-wfp-sio_telemetered,/omc_data/whoi/OMC/GA02HYPM/D00001/*.we_wfp_*.dat,GA02HYPM-WFP02-01-FLORDL000,telemetered,
Ingest.dosta-ln-wfp-sio-mule_telemetered,/omc_data/whoi/OMC/GA02HYPM/D00001/*.we_wfp_*.dat,GA02HYPM-WFP02-03-DOSTAL000,telemetered,
Ingest.ctdpf-ckl-wfp-sio-mule_telemetered,/omc_data/whoi/OMC/GA02HYPM/D00001/*.wc_wfp_*.dat,GA02HYPM-WFP02-04-CTDPFL000,telemetered,
Ingest.vel3d-l-wfp-sio_telemetered,/omc_data/whoi/OMC/GA02HYPM/D00001/*.wa_wfp_*.dat,GA02HYPM-WFP02-05-VEL3DL000,telemetered,
Ingest.flord-l-wfp-sio_telemetered,/omc_data/whoi/OMC/GA02HYPM/D00001/*.we_wfp_*.dat,GA02HYPM-WFP03-01-FLORDL000,telemetered,
Ingest.dosta-ln-wfp-sio-mule_telemetered,/omc_data/whoi/OMC/GA02HYPM/D00001/*.we_wfp_*.dat,GA02HYPM-WFP03-03-DOSTAL000,telemetered,
Ingest.ctdpf-ckl-wfp-sio-mule_telemetered,/omc_data/whoi/OMC/GA02HYPM/D00001/*.wc_wfp_*.dat,GA02HYPM-WFP03-04-CTDPFL000,telemetered,
Ingest.vel3d-l-wfp-sio_telemetered,/omc_data/whoi/OMC/GA02HYPM/D00001/*.wa_wfp_*.dat,GA02HYPM-WFP03-05-VEL3DL000,telemetered,
#,,GA02HYPM-MPC04-01-ZPLSGA000,telemetered,
Ingest.ctdmo-ghqr-sio_telemetered,/omc_data/whoi/OMC/GA02HYPM/D00001/*ctdmo*.dat,GA02HYPM-RIS01-01-CTDMOG000,telemetered,
Ingest.sio-eng-sio_telemetered,/omc_data/whoi/OMC/GA02HYPM/D00001/node*p1_*.status.dat,GA02HYPM-GP001-00-ENG000000,telemetered,
Ingest.wfp-eng-wfp-sio-mule_telemetered,/omc_data/whoi/OMC/GA02HYPM/D00001/*.we_wfp_*.dat,GA02HYPM-WFP02-00-ENG000000,telemetered,
