uframe_route,filename_mask,reference_designator,data_source,status,notes
Ingest.adcps-jln-stc_recovered,/omc_data/whoi/OMC/CP02PMCI/R00006/cg_data/stc1/imm/adcpt/adcpt*.DAT,CP02PMCI-RII01-02-ADCPTG010,recovered_host,Available,
Ingest.adcps-jln_recovered,/omc_data/whoi/OMC/CP02PMCI/R00006/instruments/ADCP*/*RDI_000.000,CP02PMCI-RII01-02-ADCPTG010,recovered_inst,Available,
Ingest.cg-stc-eng-stc_recovered,/omc_data/whoi/OMC/CP02PMCI/R00006/cg_data/stc1/irid2shore/stc_status*.txt,CP02PMCI-SBS01-00-STCENG000,recovered_host,Available,
Ingest.mopak-o-dcl_recovered,/omc_data/whoi/OMC/CP02PMCI/R00006/cg_data/stc1/3dmgx3/*.3dmgx3.log,CP02PMCI-SBS01-01-MOPAK0000,recovered_host,Available,
Ingest.wfp-eng-stc-imodem_recovered,/omc_data/whoi/OMC/CP02PMCI/R00006/instruments/CWFP*/0*00/E*.DA?,CP02PMCI-WFP01-00-WFPENG000,recovered_wfp,Available,
Ingest.vel3d-k-wfp-stc_recovered,/omc_data/whoi/OMC/CP02PMCI/R00006/instruments/CWFP*/0*00/A*.DA?,CP02PMCI-WFP01-01-VEL3DK000,recovered_wfp,Available,
Ingest.dofst-k-wfp_recovered,/omc_data/whoi/OMC/CP02PMCI/R00006/instruments/CWFP*/0*00/C*.DA?,CP02PMCI-WFP01-02-DOFSTK000,recovered_wfp,Available,
Ingest.ctdpf-ckl-wfp_recovered,/omc_data/whoi/OMC/CP02PMCI/R00006/instruments/CWFP*/0*00/C*.DA?,CP02PMCI-WFP01-03-CTDPFK000,recovered_wfp,Available,
Ingest.flort-kn-stc-imodem_recovered,/omc_data/whoi/OMC/CP02PMCI/R00006/instruments/CWFP*/0*00/E*.DA?,CP02PMCI-WFP01-04-FLORTK000,recovered_wfp,Available,
Ingest.parad-k-stc-imodem_recovered,/omc_data/whoi/OMC/CP02PMCI/R00006/instruments/CWFP*/0*00/E*.DA?,CP02PMCI-WFP01-05-PARADK000,recovered_wfp,Available,
